,System,Score
rank 1,refA,0.3041062166201652
rank 2,comet_bestmbr,0.2843089924344043
rank 3,Online-W,0.2786019182103084
rank 4,chrf_bestmbr,0.2767415841482489
rank 5,Online-G,0.27668462510239433
rank 6,Online-Y,0.2762623802688694
rank 7,Online-B,0.2747675109309497
rank 8,bleu_bestmbr,0.2742279390911865
rank 9,Lan-Bridge,0.27299371475379824
rank 10,Online-A,0.2729800554749808
rank 11,QUARTZ_TuneReranking,0.2718416144613025
rank 12,JDExploreAcademy,0.27143317974319575
rank 13,HuaweiTSC,0.2704435071304071
rank 14,eTranslation,0.2678834417571294
rank 15,PROMT,0.2658230659598016
rank 16,M2M100_1.2B-B4,0.26473160782697736
rank 17,SRPOL,0.264060019511933
