,System,Score
rank 1,comet_bestmbr,0.24728906821942614
rank 2,bleurt_bestmbr,0.24644736612781548
rank 3,chrf_bestmbr,0.24299458747523975
rank 4,QUARTZ_TuneReranking,0.24268810417151318
rank 5,Online-Y,0.24032027882048407
rank 6,DLUT,0.2398792381028733
rank 7,Online-G,0.23980352135035776
rank 8,bleu_bestmbr,0.23953083821648363
rank 9,HuaweiTSC,0.23945281556200812
rank 10,LanguageX,0.23888225209356526
rank 11,refA,0.23862374866297698
rank 12,Online-B,0.2382874485374606
rank 13,JDExploreAcademy,0.2382867827033561
rank 14,AISP-SJTU,0.23826972392587992
rank 15,Online-A,0.2373812276981133
rank 16,Online-W,0.23658541059534346
rank 17,NiuTrans,0.23445329256177197
rank 18,Lan-Bridge,0.23330633066664502
rank 19,M2M100_1.2B-B4,0.23165776424200527
rank 20,refB,0.23089137228428588
