,System,Score
rank 1,refB,0.5708267532598014
rank 2,refA,0.2821638686734305
rank 3,Online-B,0.26979415156444086
rank 4,chrf_bestmbr,0.269662516075142
rank 5,Lan-Bridge,0.2684489494535907
rank 6,Online-W,0.26822220317462003
rank 7,bleu_bestmbr,0.26783697311673876
rank 8,JDExploreAcademy,0.2658895116920806
rank 9,bleurt_bestmbr,0.2650179116007548
rank 10,OpenNMT,0.2642829463837723
rank 11,Online-A,0.26338467318407216
rank 12,comet_bestmbr,0.2628275424916624
rank 13,Online-Y,0.2587927197651389
rank 14,Online-G,0.2573272192461468
rank 15,PROMT,0.24842136956108793
rank 16,QUARTZ_TuneReranking,0.24464547005140527
rank 17,M2M100_1.2B-B4,0.21584316937716114
