,System,Score
rank 1,refB,0.7273702391958157
rank 2,refA,0.4616188501511447
rank 3,chrf_bestmbr,0.45271159556667034
rank 4,Online-B,0.4514696522412206
rank 5,Lan-Bridge,0.44956683797367525
rank 6,Online-W,0.4490840497331834
rank 7,bleu_bestmbr,0.4481969562518677
rank 8,JDExploreAcademy,0.44669201921432794
rank 9,bleurt_bestmbr,0.4464840120451913
rank 10,Online-A,0.4451337834855914
rank 11,comet_bestmbr,0.4432348141914457
rank 12,OpenNMT,0.44231711878817814
rank 13,Online-Y,0.44048578131479704
rank 14,Online-G,0.4385055477940624
rank 15,QUARTZ_TuneReranking,0.4276557446989721
rank 16,PROMT,0.4255192596029089
rank 17,M2M100_1.2B-B4,0.385546093027385
