,System,Score
rank 1,refA,2.02712484188303
rank 2,comet_bestmbr,1.4827155192751025
rank 3,Online-Y,1.457999638426187
rank 4,Online-B,1.4103860130846961
rank 5,chrf_bestmbr,1.38007900235536
rank 6,bleu_bestmbr,1.3670358667949807
rank 7,Online-W,1.3380822975822988
rank 8,Online-A,1.3200679903500014
rank 9,Online-G,1.3157075153537319
rank 10,SRPOL,1.3030568627706482
rank 11,Lan-Bridge,1.2796662379947668
rank 12,JDExploreAcademy,1.276361780393528
rank 13,PROMT,1.2698179797031128
rank 14,eTranslation,1.2302682760240509
rank 15,QUARTZ_TuneReranking,1.1976830972719665
rank 16,HuaweiTSC,1.1939251869356298
rank 17,M2M100_1.2B-B4,1.1062085885350967
