,System,Score
rank 1,refA,0.8512957540304215
rank 2,Online-Y,0.708583746972599
rank 3,comet_bestmbr,0.7054310460376129
rank 4,Online-B,0.6978007604357728
rank 5,chrf_bestmbr,0.6931887408807491
rank 6,bleu_bestmbr,0.6884141083851807
rank 7,Online-G,0.6794866892752887
rank 8,Online-W,0.6792140910270059
rank 9,Online-A,0.675615886181873
rank 10,SRPOL,0.6680046791888471
rank 11,JDExploreAcademy,0.665599272658285
rank 12,Lan-Bridge,0.6642738135251965
rank 13,PROMT,0.6619946747365819
rank 14,eTranslation,0.6471151669886966
rank 15,QUARTZ_TuneReranking,0.64410747322293
rank 16,HuaweiTSC,0.6429656083431337
rank 17,M2M100_1.2B-B4,0.6209668390812085
