,System,Score
rank 1,refA,0.7394525383848534
rank 2,bleurt_bestmbr,0.6357640522235813
rank 3,comet_bestmbr,0.6300174730271119
rank 4,chrf_bestmbr,0.6290476417478555
rank 5,Online-G,0.6251893103366818
rank 6,LanguageX,0.6209781559546301
rank 7,bleu_bestmbr,0.620921606280827
rank 8,refB,0.6203462969440814
rank 9,Online-Y,0.6188283582008018
rank 10,JDExploreAcademy,0.618803087149974
rank 11,HuaweiTSC,0.6188022847055025
rank 12,Online-B,0.6187843409016596
rank 13,AISP-SJTU,0.6187227194163973
rank 14,Lan-Bridge,0.6156237661865807
rank 15,DLUT,0.6094968136320191
rank 16,NiuTrans,0.6086832538903483
rank 17,QUARTZ_TuneReranking,0.6068021397935783
rank 18,Online-A,0.6065369247670599
rank 19,Online-W,0.6044870452725084
rank 20,M2M100_1.2B-B4,0.587507961174836
