,System,Score
rank 1,refA,1.778678991060335
rank 2,comet_bestmbr,1.7619665698887879
rank 3,bleurt_bestmbr,1.7442752348259818
rank 4,refB,1.703605348414324
rank 5,chrf_bestmbr,1.6984443254797144
rank 6,Online-G,1.6880604732263054
rank 7,bleu_bestmbr,1.6824686300758482
rank 8,Online-Y,1.675536831005954
rank 9,HuaweiTSC,1.6730870237053772
rank 10,Online-B,1.668664659870208
rank 11,AISP-SJTU,1.6686072830185408
rank 12,Lan-Bridge,1.667279507010483
rank 13,LanguageX,1.6652516866842344
rank 14,QUARTZ_TuneReranking,1.653369599757125
rank 15,DLUT,1.648928883446622
rank 16,JDExploreAcademy,1.6467293974525035
rank 17,NiuTrans,1.637191346349667
rank 18,Online-W,1.6348152587541995
rank 19,Online-A,1.6289483724956804
rank 20,M2M100_1.2B-B4,1.5888113542022078
