,System,Score
rank 1,refA,2.28324609375856
rank 2,comet_bestmbr,2.0621888013673413
rank 3,Online-Y,2.043445138051696
rank 4,Online-B,2.002494896511277
rank 5,chrf_bestmbr,1.9775675318821018
rank 6,bleu_bestmbr,1.9620389714043385
rank 7,Online-W,1.9391685975901085
rank 8,Online-G,1.9294739361965998
rank 9,Online-A,1.9218797086972461
rank 10,SRPOL,1.8959578307585105
rank 11,JDExploreAcademy,1.8816850272064263
rank 12,Lan-Bridge,1.8724859239011349
rank 13,PROMT,1.8572300536077928
rank 14,eTranslation,1.8222840640462383
rank 15,HuaweiTSC,1.7900964427945174
rank 16,QUARTZ_TuneReranking,1.7863944425394167
rank 17,M2M100_1.2B-B4,1.7035624188927587
