,System,Score
rank 1,refA,2.289402236428021
rank 2,Online-Y,1.2210112975643128
rank 3,Online-B,1.1929433303668069
rank 4,bleu_bestmbr,1.1690153123616873
rank 5,chrf_bestmbr,1.1648658831633958
rank 6,comet_bestmbr,1.161913666313438
rank 7,Online-W,1.0994897674341702
rank 8,Lan-Bridge,1.0814851124551768
rank 9,Online-G,1.0750099643195297
rank 10,Online-A,1.0650385047808166
rank 11,JDExploreAcademy,1.0219210010423463
rank 12,SRPOL,1.0099720566246708
rank 13,PROMT,1.0056498184467348
rank 14,eTranslation,0.930703756883015
rank 15,HuaweiTSC,0.9243305709741818
rank 16,M2M100_1.2B-B4,0.7933736518122323
rank 17,QUARTZ_TuneReranking,0.7551692557519426
