,System,Score
rank 1,refA,2.6488626180520947
rank 2,Online-Y,1.5589450150295492
rank 3,Online-B,1.5335453638061656
rank 4,bleu_bestmbr,1.5055680759250891
rank 5,chrf_bestmbr,1.5030276383404575
rank 6,comet_bestmbr,1.4913597624660941
rank 7,Online-W,1.4274454927834523
rank 8,Lan-Bridge,1.4096725980506881
rank 9,Online-G,1.400222875226408
rank 10,Online-A,1.3890393696568117
rank 11,JDExploreAcademy,1.3390523893073847
rank 12,SRPOL,1.324061208224373
rank 13,PROMT,1.3175599749279057
rank 14,eTranslation,1.2410475505264063
rank 15,HuaweiTSC,1.2245201239731582
rank 16,M2M100_1.2B-B4,1.0745546693690387
rank 17,QUARTZ_TuneReranking,1.0188085342619841
