,System,Score
rank 1,refB,2.149971558256064
rank 2,refA,1.440124977493241
rank 3,JDExploreAcademy,1.1038564976560763
rank 4,LanguageX,1.0962873907978894
rank 5,AISP-SJTU,1.0840205457685106
rank 6,Online-G,1.0803272126847978
rank 7,chrf_bestmbr,1.0722457166757182
rank 8,HuaweiTSC,1.0710788607245492
rank 9,bleurt_bestmbr,1.068219535549638
rank 10,bleu_bestmbr,1.0607281998781495
rank 11,Online-Y,1.0523588912857185
rank 12,Online-B,1.0403001702392336
rank 13,Online-A,1.0384247232946713
rank 14,Lan-Bridge,1.0281374461584307
rank 15,DLUT,1.0279312995682894
rank 16,NiuTrans,1.0168614161220753
rank 17,comet_bestmbr,0.9925635536598433
rank 18,Online-W,0.9833442973109023
rank 19,M2M100_1.2B-B4,0.9311453066719284
rank 20,QUARTZ_TuneReranking,0.8883959236665986
