,System,Score
rank 1,refA,0.0061461236370666805
rank 2,refB,-0.0223784090110515
rank 3,comet_bestmbr,-0.022446084393114598
rank 4,bleurt_bestmbr,-0.02599621134205678
rank 5,QUARTZ_TuneReranking,-0.026418882665621514
rank 6,chrf_bestmbr,-0.02746557842779885
rank 7,Online-G,-0.028481225820143008
rank 8,bleu_bestmbr,-0.0306022598326187
rank 9,Online-B,-0.031149996084667984
rank 10,Online-Y,-0.0321544998142425
rank 11,Lan-Bridge,-0.03228146492684877
rank 12,LanguageX,-0.03285735582979111
rank 13,HuaweiTSC,-0.03374152562119863
rank 14,JDExploreAcademy,-0.033752398584846556
rank 15,AISP-SJTU,-0.034168023591584606
rank 16,DLUT,-0.036724804449797414
rank 17,Online-A,-0.037714903268977105
rank 18,NiuTrans,-0.03984138088258526
rank 19,Online-W,-0.041703344919345735
rank 20,M2M100_1.2B-B4,-0.04477704330880082
