,System,Score
rank 1,refB,-0.09245211068296899
rank 2,comet_bestmbr,-0.1846408800687504
rank 3,QUARTZ_TuneReranking,-0.1863636059876182
rank 4,bleurt_bestmbr,-0.19715569371810598
rank 5,chrf_bestmbr,-0.21004485361298603
rank 6,DLUT,-0.22253472870491237
rank 7,Online-G,-0.22255367265256348
rank 8,HuaweiTSC,-0.22346590815852696
rank 9,Online-Y,-0.22565699128120126
rank 10,LanguageX,-0.22922021797360903
rank 11,JDExploreAcademy,-0.22987852474907172
rank 12,Online-A,-0.23269155729039548
rank 13,bleu_bestmbr,-0.23283841230227975
rank 14,Online-B,-0.23535200700448333
rank 15,AISP-SJTU,-0.2356018736986077
rank 16,Online-W,-0.23825818682011862
rank 17,NiuTrans,-0.25049091076508967
rank 18,refA,-0.25425631008236743
rank 19,M2M100_1.2B-B4,-0.25589398282530396
rank 20,Lan-Bridge,-0.2610935548587806
