,System,Score
rank 1,refB,4.253770203673448
rank 2,refA,2.0648739018757345
rank 3,HuaweiTSC,1.3872116181134766
rank 4,Online-G,1.2416196868702014
rank 5,Online-W,1.2163491921162337
rank 6,LanguageX,1.2140235628506173
rank 7,Lan-Bridge,1.183319835627149
rank 8,chrf_bestmbr,1.17842630904284
rank 9,AISP-SJTU,1.1715922209801692
rank 10,comet_bestmbr,1.158503276044109
rank 11,JDExploreAcademy,1.1567222111945794
rank 12,bleurt_bestmbr,1.1251555593201739
rank 13,Online-B,1.0942376252268364
rank 14,bleu_bestmbr,1.068865972383216
rank 15,Online-Y,1.0502575942042673
rank 16,Online-A,1.0462558926639618
rank 17,NiuTrans,1.0256523272500964
rank 18,DLUT,0.9808364990917018
rank 19,M2M100_1.2B-B4,0.8706743779877839
rank 20,QUARTZ_TuneReranking,0.5937125623992744
