,System,Score
rank 1,refB,2.117006613477852
rank 2,QUARTZ_TuneReranking,2.1080721068828474
rank 3,refA,1.9260033039024398
rank 4,HuaweiTSC,1.7888996558629295
rank 5,comet_bestmbr,1.7315560908806442
rank 6,Online-G,1.7290419215706274
rank 7,Online-W,1.717895078554364
rank 8,LanguageX,1.6949904064742805
rank 9,AISP-SJTU,1.6931122775425729
rank 10,Lan-Bridge,1.6881379004660555
rank 11,bleurt_bestmbr,1.6780677136680904
rank 12,chrf_bestmbr,1.666035210369398
rank 13,Online-A,1.663295247820756
rank 14,Online-Y,1.6543486124754019
rank 15,JDExploreAcademy,1.6513493566263655
rank 16,Online-B,1.6157600330053952
rank 17,NiuTrans,1.6156397983304727
rank 18,DLUT,1.6080920028493884
rank 19,bleu_bestmbr,1.575465597858596
rank 20,M2M100_1.2B-B4,1.5634296244546793
