,System,Score
rank 1,refB,0.7878862963128288
rank 2,QUARTZ_TuneReranking,0.6743259729971747
rank 3,refA,0.646282952823798
rank 4,HuaweiTSC,0.5887403309881535
rank 5,Online-G,0.5804098540465319
rank 6,AISP-SJTU,0.5788003470583241
rank 7,Online-W,0.5779505407628158
rank 8,comet_bestmbr,0.5766921195760819
rank 9,chrf_bestmbr,0.5760798477230583
rank 10,LanguageX,0.5746386134352593
rank 11,Lan-Bridge,0.5685963762302333
rank 12,Online-A,0.5676867788103158
rank 13,bleurt_bestmbr,0.5675288452904623
rank 14,JDExploreAcademy,0.5652198555578268
rank 15,Online-Y,0.5644130251511513
rank 16,Online-B,0.5625575416958212
rank 17,NiuTrans,0.5576952152685862
rank 18,DLUT,0.5558389296695629
rank 19,bleu_bestmbr,0.5555332968598367
rank 20,M2M100_1.2B-B4,0.5363026502146604
