,System,Score
rank 1,refA,0.25409699889194
rank 2,comet_bestmbr,0.25170950973056005
rank 3,bleurt_bestmbr,0.24918217662345718
rank 4,refB,0.24337219246158273
rank 5,chrf_bestmbr,0.2426349040287397
rank 6,Online-G,0.24115149575259895
rank 7,bleu_bestmbr,0.2403526613548894
rank 8,Online-Y,0.23936240417586951
rank 9,HuaweiTSC,0.23901243187339352
rank 10,Online-B,0.23838066581406844
rank 11,AISP-SJTU,0.23837246898574518
rank 12,Lan-Bridge,0.2381827868679148
rank 13,LanguageX,0.23789309830058977
rank 14,QUARTZ_TuneReranking,0.23619565744623072
rank 15,DLUT,0.23556126940187316
rank 16,JDExploreAcademy,0.23524705642395555
rank 17,NiuTrans,0.23388447791472441
rank 18,Online-W,0.2335450369310786
rank 19,Online-A,0.2327069103227187
rank 20,M2M100_1.2B-B4,0.22697305092148193
