,System,Score
rank 1,refA,0.22051349028154874
rank 2,comet_bestmbr,0.15894009598911488
rank 3,bleurt_bestmbr,0.15522814659585887
rank 4,refB,0.15181859140951165
rank 5,chrf_bestmbr,0.14875495745820608
rank 6,Online-G,0.14687729826552862
rank 7,bleu_bestmbr,0.1464297641159123
rank 8,Online-Y,0.14526714799278245
rank 9,QUARTZ_TuneReranking,0.14458149273393878
rank 10,Online-B,0.1444283755750388
rank 11,Lan-Bridge,0.14442157705929606
rank 12,HuaweiTSC,0.14416259745228685
rank 13,AISP-SJTU,0.14411945275075522
rank 14,LanguageX,0.14371340055907694
rank 15,DLUT,0.14285246105544844
rank 16,Online-W,0.14141731671158428
rank 17,NiuTrans,0.14105232785715222
rank 18,JDExploreAcademy,0.14041947229504598
rank 19,Online-A,0.13907468500347214
rank 20,M2M100_1.2B-B4,0.13513550121420362
