,System,Score
rank 1,refA,0.5207808747028966
rank 2,JDExploreAcademy,0.2521732439826912
rank 3,LanguageX,0.244408837037132
rank 4,AISP-SJTU,0.2380822482718152
rank 5,Online-G,0.23737732722551533
rank 6,bleurt_bestmbr,0.236945322694515
rank 7,bleu_bestmbr,0.23637138721664291
rank 8,chrf_bestmbr,0.23567478393363067
rank 9,Online-B,0.2334044135455962
rank 10,Lan-Bridge,0.2316229053968404
rank 11,HuaweiTSC,0.23149891025184433
rank 12,Online-Y,0.2263063708960999
rank 13,comet_bestmbr,0.22231059203561762
rank 14,Online-A,0.22100570384049598
rank 15,NiuTrans,0.21888336386680604
rank 16,DLUT,0.21678385456923385
rank 17,Online-W,0.20916581194578435
rank 18,refB,0.208705415001557
rank 19,QUARTZ_TuneReranking,0.20250727720340755
rank 20,M2M100_1.2B-B4,0.19857358383122373
