,System,Score
rank 1,refA,0.2023464562067696
rank 2,comet_bestmbr,0.03518440819343843
rank 3,bleurt_bestmbr,0.03187024272764927
rank 4,refB,0.005698887823334942
rank 5,QUARTZ_TuneReranking,0.005273642060389994
rank 6,Online-W,0.0038809510123940516
rank 7,chrf_bestmbr,0.0013717992676353652
rank 8,Online-B,-0.005326079940313533
rank 9,Online-Y,-0.007174524094848367
rank 10,bleu_bestmbr,-0.008384624025386256
rank 11,JDExploreAcademy,-0.00908696134258885
rank 12,Lan-Bridge,-0.00993271577157534
rank 13,Online-A,-0.017281761957295694
rank 14,Online-G,-0.018869321232428293
rank 15,PROMT,-0.022830442685475794
rank 16,OpenNMT,-0.028730977689387982
rank 17,M2M100_1.2B-B4,-0.04183264199629688
