,System,Score
rank 1,refA,4.159965900962485
rank 2,chrf_bestmbr,2.042209899487617
rank 3,Lan-Bridge,2.0395254661658564
rank 4,Online-B,2.038500348169915
rank 5,bleu_bestmbr,2.0248305701044282
rank 6,Online-Y,2.0024800996482846
rank 7,Online-A,1.9885243062276048
rank 8,Online-W,1.982765165902809
rank 9,Online-G,1.979434475511483
rank 10,JDExploreAcademy,1.9646977051540826
rank 11,comet_bestmbr,1.9406529129263408
rank 12,PROMT,1.9157033510366526
rank 13,refB,1.8697100042516268
rank 14,OpenNMT,1.8686421329584144
rank 15,bleurt_bestmbr,1.8615137462053302
rank 16,QUARTZ_TuneReranking,1.8476801440182782
rank 17,M2M100_1.2B-B4,1.7452629939433721
