,System,Score
rank 1,refA,0.782261784067601
rank 2,chrf_bestmbr,0.6420794235490556
rank 3,Online-B,0.6390475108179046
rank 4,Online-Y,0.6382597541852341
rank 5,Lan-Bridge,0.6382337298063375
rank 6,bleu_bestmbr,0.6377838242645263
rank 7,Online-W,0.6359888362577457
rank 8,Online-A,0.6353048707537118
rank 9,JDExploreAcademy,0.6351496934539933
rank 10,bleurt_bestmbr,0.6350860473927635
rank 11,Online-G,0.6339548439690482
rank 12,comet_bestmbr,0.6338472722731915
rank 13,PROMT,0.6309688377144095
rank 14,refB,0.6290659334594061
rank 15,QUARTZ_TuneReranking,0.6276268769858819
rank 16,OpenNMT,0.6245843849722396
rank 17,M2M100_1.2B-B4,0.6153778601792154
