,System,Score
rank 1,refB,0.9480643646423318
rank 2,refA,0.5729793518913057
rank 3,HuaweiTSC,0.46378391531701074
rank 4,QUARTZ_TuneReranking,0.45582746272348523
rank 5,Online-G,0.44249412794207893
rank 6,Online-W,0.4371250546497108
rank 7,LanguageX,0.4347761038652016
rank 8,AISP-SJTU,0.43291787414557936
rank 9,chrf_bestmbr,0.4305615467480165
rank 10,comet_bestmbr,0.4301076963176213
rank 11,Lan-Bridge,0.4279072389035196
rank 12,JDExploreAcademy,0.4232011424922421
rank 13,bleurt_bestmbr,0.421245524621286
rank 14,Online-B,0.41494068646332843
rank 15,Online-A,0.41445740669855885
rank 16,Online-Y,0.4140459107166465
rank 17,bleu_bestmbr,0.40612867203460457
rank 18,NiuTrans,0.405826418660571
rank 19,DLUT,0.4016026654610818
rank 20,M2M100_1.2B-B4,0.3817666034077792
