,System,Score
rank 1,refB,0.8229401264823333
rank 2,QUARTZ_TuneReranking,0.7384192103502542
rank 3,refA,0.6848258453458701
rank 4,HuaweiTSC,0.6254097438671169
rank 5,Online-G,0.6091836481023762
rank 6,comet_bestmbr,0.6078208677230634
rank 7,Online-W,0.6048267339902397
rank 8,AISP-SJTU,0.6011259566135105
rank 9,LanguageX,0.5991781034077804
rank 10,Lan-Bridge,0.5945083285138957
rank 11,chrf_bestmbr,0.5937149990573185
rank 12,bleurt_bestmbr,0.5920915489789296
rank 13,Online-A,0.5890971783574876
rank 14,Online-Y,0.5858802404663971
rank 15,JDExploreAcademy,0.5858470014930494
rank 16,Online-B,0.576694942927829
rank 17,NiuTrans,0.5739576172183264
rank 18,DLUT,0.5717231986865112
rank 19,bleu_bestmbr,0.5642129310134026
rank 20,M2M100_1.2B-B4,0.5528656492602981
