,System,Score
rank 1,refB,0.28702726071980056
rank 2,QUARTZ_TuneReranking,0.22249994992735062
rank 3,refA,0.01656669308823694
rank 4,HuaweiTSC,-0.08990391070322779
rank 5,Online-G,-0.13941711423815759
rank 6,comet_bestmbr,-0.14557065537305405
rank 7,Online-W,-0.1540923893058682
rank 8,AISP-SJTU,-0.17137073325720573
rank 9,LanguageX,-0.17333100441376179
rank 10,Lan-Bridge,-0.17944683147519147
rank 11,bleurt_bestmbr,-0.18595271581950049
rank 12,Online-A,-0.19095289274845662
rank 13,Online-Y,-0.1948519431692352
rank 14,chrf_bestmbr,-0.1998163307071236
rank 15,JDExploreAcademy,-0.20821727914251595
rank 16,NiuTrans,-0.2274405949236741
rank 17,DLUT,-0.22979602264756663
rank 18,Online-B,-0.2345965647281086
rank 19,M2M100_1.2B-B4,-0.2559438894307301
rank 20,bleu_bestmbr,-0.2705842858323146
