,System,Score
rank 1,refA,4.114653685371201
rank 2,chrf_bestmbr,1.7733996299872956
rank 3,Online-B,1.7724649577078706
rank 4,bleu_bestmbr,1.770365192333294
rank 5,Online-G,1.7331052205918445
rank 6,Online-W,1.729119621352609
rank 7,Online-A,1.713429014766461
rank 8,JDExploreAcademy,1.7126756419830056
rank 9,comet_bestmbr,1.6994623401620055
rank 10,HuaweiTSC,1.6758264035184878
rank 11,Online-Y,1.6676269599610791
rank 12,SRPOL,1.6670785693961783
rank 13,Lan-Bridge,1.6547169302390352
rank 14,PROMT,1.6406472569387278
rank 15,eTranslation,1.6351036079216044
rank 16,QUARTZ_TuneReranking,1.5999518354438849
rank 17,M2M100_1.2B-B4,1.5592087428147776
