,System,Score
rank 1,refA,0.7842890601233368
rank 2,Online-G,0.612111293554156
rank 3,chrf_bestmbr,0.6108599280286001
rank 4,JDExploreAcademy,0.6076765386782893
rank 5,Online-W,0.6071379641964417
rank 6,Online-B,0.605486235488531
rank 7,bleu_bestmbr,0.6041872133348254
rank 8,Online-A,0.6001545165601405
rank 9,Lan-Bridge,0.5997866405765817
rank 10,Online-Y,0.5988406558286866
rank 11,comet_bestmbr,0.598150281456424
rank 12,SRPOL,0.5966538161464244
rank 13,PROMT,0.5939764760677967
rank 14,HuaweiTSC,0.5916193308527763
rank 15,eTranslation,0.5908973003441712
rank 16,QUARTZ_TuneReranking,0.5826817635164919
rank 17,M2M100_1.2B-B4,0.57782942898918
