,System,Score
rank 1,refA,0.2328684726928918
rank 2,comet_bestmbr,0.030673441772172905
rank 3,QUARTZ_TuneReranking,-0.006909493657787313
rank 4,Online-G,-0.0074115753775136906
rank 5,Online-W,-0.012971201953132006
rank 6,chrf_bestmbr,-0.015792431187703793
rank 7,JDExploreAcademy,-0.023380653728735046
rank 8,Online-B,-0.029925430867602243
rank 9,Online-A,-0.031468406696715245
rank 10,Online-Y,-0.037025328459212026
rank 11,bleu_bestmbr,-0.037660742910447575
rank 12,Lan-Bridge,-0.043790961366496295
rank 13,SRPOL,-0.04391480669221859
rank 14,eTranslation,-0.051188020967443515
rank 15,PROMT,-0.05218160124303628
rank 16,HuaweiTSC,-0.05992765783412851
rank 17,M2M100_1.2B-B4,-0.08018821831831674
