,System,Score
rank 1,refA,0.2680367022880293
rank 2,QUARTZ_TuneReranking,0.22055148225145943
rank 3,refB,0.19257538139235916
rank 4,HuaweiTSC,0.17482742041410568
rank 5,comet_bestmbr,0.16423846037925988
rank 6,Online-W,0.1627406325026611
rank 7,Online-G,0.16058995449666133
rank 8,AISP-SJTU,0.15986383983216543
rank 9,LanguageX,0.15794819230705973
rank 10,bleurt_bestmbr,0.1573675368192296
rank 11,Lan-Bridge,0.1567279900551807
rank 12,Online-A,0.15587995199722718
rank 13,chrf_bestmbr,0.15548567875315447
rank 14,JDExploreAcademy,0.15373527908613452
rank 15,Online-Y,0.15300579338467732
rank 16,NiuTrans,0.150152485381235
rank 17,Online-B,0.14998810323972706
rank 18,DLUT,0.1477691930488177
rank 19,bleu_bestmbr,0.14316175397710776
rank 20,M2M100_1.2B-B4,0.14239146270779374
