,System,Score
rank 1,refA,4.103095784864403
rank 2,Online-W,1.7975755238482165
rank 3,chrf_bestmbr,1.7328103402012782
rank 4,JDExploreAcademy,1.7319707507901236
rank 5,bleu_bestmbr,1.7307320561825286
rank 6,Online-B,1.7188886848219886
rank 7,Online-Y,1.7177382724835393
rank 8,Lan-Bridge,1.675646495275585
rank 9,Online-A,1.6669390999266513
rank 10,Online-G,1.656483175648816
rank 11,PROMT,1.6363089162237494
rank 12,comet_bestmbr,1.604931788964771
rank 13,refB,1.599656587815345
rank 14,QUARTZ_TuneReranking,1.5898787068915787
rank 15,OpenNMT,1.5599304246030505
rank 16,bleurt_bestmbr,1.553648302956871
rank 17,M2M100_1.2B-B4,1.4380131832445555
