,System,Score
rank 1,refA,0.7788518480236875
rank 2,Online-W,0.6170065283925373
rank 3,chrf_bestmbr,0.6120743166704494
rank 4,JDExploreAcademy,0.6107024344652849
rank 5,Online-Y,0.6079331620202878
rank 6,Online-B,0.6079276504969402
rank 7,Online-A,0.6072187312967702
rank 8,bleu_bestmbr,0.6070937132592906
rank 9,PROMT,0.6049979218639403
rank 10,refB,0.6049156080506667
rank 11,Online-G,0.6046968263294515
rank 12,Lan-Bridge,0.6044778567657672
rank 13,bleurt_bestmbr,0.6016799736656795
rank 14,QUARTZ_TuneReranking,0.6015440745144396
rank 15,comet_bestmbr,0.6011163533536661
rank 16,OpenNMT,0.5965288667944978
rank 17,M2M100_1.2B-B4,0.5857791791069807
