,System,Score
rank 1,refA,1.7126402856044887
rank 2,Online-W,1.0953144747539498
rank 3,comet_bestmbr,1.086646844530896
rank 4,refB,1.0740806558752904
rank 5,bleurt_bestmbr,1.068250378329229
rank 6,QUARTZ_TuneReranking,1.0582495719269462
rank 7,Online-Y,1.0537895601339802
rank 8,chrf_bestmbr,1.0508338376534785
rank 9,JDExploreAcademy,1.050273372930977
rank 10,Online-A,1.0394519303403171
rank 11,bleu_bestmbr,1.0386168412048111
rank 12,Online-B,1.0378268119632927
rank 13,Lan-Bridge,1.032232762788151
rank 14,Online-G,1.0304695035879168
rank 15,PROMT,1.0235832832499108
rank 16,OpenNMT,1.0060639868757517
rank 17,M2M100_1.2B-B4,0.9700438679309118
