,System,Score
rank 1,refA,0.006641106747549348
rank 2,bleurt_bestmbr,-0.007585526491282706
rank 3,comet_bestmbr,-0.007972293346399413
rank 4,QUARTZ_TuneReranking,-0.008798845975545191
rank 5,Online-W,-0.008810372878406676
rank 6,chrf_bestmbr,-0.011812374704785475
rank 7,Online-G,-0.012327549504256574
rank 8,JDExploreAcademy,-0.012374182902581743
rank 9,bleu_bestmbr,-0.01248361609249984
rank 10,Online-B,-0.012725171899137173
rank 11,Online-Y,-0.012778093064703844
rank 12,Online-A,-0.01301720036483099
rank 13,refB,-0.013159239958513211
rank 14,PROMT,-0.014227461955725091
rank 15,OpenNMT,-0.014353236601706041
rank 16,M2M100_1.2B-B4,-0.01616392725738308
rank 17,Lan-Bridge,-0.021686392490641884
