,System,Score
rank 1,refA,0.6809768148076005
rank 2,JDExploreAcademy,0.32191086884115716
rank 3,bleu_bestmbr,0.3209015545290125
rank 4,chrf_bestmbr,0.3188234422486892
rank 5,Online-B,0.3167532055793046
rank 6,Online-W,0.3148429468201205
rank 7,Online-A,0.31077949057880083
rank 8,Online-Y,0.3100794843218165
rank 9,PROMT,0.30847257603694894
rank 10,Online-G,0.30798343669898187
rank 11,OpenNMT,0.30651209599360396
rank 12,comet_bestmbr,0.2986945498965316
rank 13,Lan-Bridge,0.29804557129719994
rank 14,QUARTZ_TuneReranking,0.29717914814586105
rank 15,bleurt_bestmbr,0.29613785598704156
rank 16,M2M100_1.2B-B4,0.2795135189778722
rank 17,refB,0.2791433024584012
