,System,Score
rank 1,refA,0.5583210700311383
rank 2,Online-G,0.2464799558044339
rank 3,chrf_bestmbr,0.24415906396676254
rank 4,JDExploreAcademy,0.2438455880576198
rank 5,Online-W,0.24311165499434395
rank 6,bleu_bestmbr,0.24298199974067433
rank 7,Online-B,0.24202915441314252
rank 8,Lan-Bridge,0.23708085314920452
rank 9,comet_bestmbr,0.23435845646547407
rank 10,Online-Y,0.23414553918772535
rank 11,Online-A,0.23196129559145603
rank 12,SRPOL,0.2241344736000151
rank 13,PROMT,0.2214655667377698
rank 14,HuaweiTSC,0.22135048231765503
rank 15,eTranslation,0.21853826242025462
rank 16,QUARTZ_TuneReranking,0.2121952349028291
rank 17,M2M100_1.2B-B4,0.20523025962626615
