,System,Score
rank 1,refB,-0.013207444085322087
rank 2,comet_bestmbr,-0.02637726833033705
rank 3,QUARTZ_TuneReranking,-0.02662337251917642
rank 4,bleurt_bestmbr,-0.02816509908690451
rank 5,chrf_bestmbr,-0.03000640773740833
rank 6,DLUT,-0.03179067527836017
rank 7,Online-G,-0.031793381729098756
rank 8,HuaweiTSC,-0.03192370102436529
rank 9,Online-Y,-0.032236713102899876
rank 10,LanguageX,-0.032745745471847484
rank 11,JDExploreAcademy,-0.032839789406688025
rank 12,Online-A,-0.033241651480582855
rank 13,bleu_bestmbr,-0.0332626301563944
rank 14,Online-B,-0.033621715349083016
rank 15,AISP-SJTU,-0.033657410591100764
rank 16,Online-W,-0.03403688383144552
rank 17,NiuTrans,-0.03578441580790216
rank 18,refA,-0.03632232983926408
rank 19,M2M100_1.2B-B4,-0.03655628324507565
rank 20,Lan-Bridge,-0.037299079093037375
