,System,Score
rank 1,refB,0.6564689040288687
rank 2,refA,0.36985082281298537
rank 3,JDExploreAcademy,0.25004098016817805
rank 4,LanguageX,0.2478759850842794
rank 5,AISP-SJTU,0.2444712639845777
rank 6,Online-G,0.24268358640263385
rank 7,HuaweiTSC,0.23957730354191176
rank 8,chrf_bestmbr,0.23850760440221447
rank 9,bleu_bestmbr,0.23696937959173184
rank 10,bleurt_bestmbr,0.23466523451651997
rank 11,Online-Y,0.23354955478446146
rank 12,Online-B,0.2315134835525637
rank 13,Online-A,0.2310482326317968
rank 14,Lan-Bridge,0.23031756609733242
rank 15,DLUT,0.22576240505900375
rank 16,NiuTrans,0.22565077055705846
rank 17,Online-W,0.21385248916864041
rank 18,comet_bestmbr,0.20817027777451078
rank 19,M2M100_1.2B-B4,0.19976195695550378
rank 20,QUARTZ_TuneReranking,0.18115963991146586
