,System,Score
rank 1,refA,3.838168097033563
rank 2,refB,2.215402495834748
rank 3,JDExploreAcademy,1.7250929247931974
rank 4,LanguageX,1.7100728050088436
rank 5,Online-G,1.6758876709604023
rank 6,AISP-SJTU,1.6735977094308971
rank 7,HuaweiTSC,1.663243058905402
rank 8,chrf_bestmbr,1.6519320586359127
rank 9,bleu_bestmbr,1.6390711890744938
rank 10,bleurt_bestmbr,1.6257339275307165
rank 11,Online-Y,1.6237753259251178
rank 12,Online-B,1.6070983675526094
rank 13,Online-A,1.6039800888000573
rank 14,Lan-Bridge,1.5986184166762532
rank 15,DLUT,1.5570763852509528
rank 16,NiuTrans,1.5530818965652737
rank 17,Online-W,1.4833499668634778
rank 18,comet_bestmbr,1.4297447606879734
rank 19,M2M100_1.2B-B4,1.3701164479835335
rank 20,QUARTZ_TuneReranking,1.2832007094421554
