,System,Score
rank 1,refB,0.2790171331480861
rank 2,Online-W,0.23873576725909226
rank 3,comet_bestmbr,0.23832865875043985
rank 4,bleurt_bestmbr,0.2357471581401867
rank 5,refA,0.2349426515852431
rank 6,chrf_bestmbr,0.23378965144237585
rank 7,Online-Y,0.23310201129100494
rank 8,Online-B,0.23199512401861808
rank 9,bleu_bestmbr,0.23146464168954797
rank 10,Online-A,0.23067957831632113
rank 11,JDExploreAcademy,0.23012679788892226
rank 12,QUARTZ_TuneReranking,0.22933441888970124
rank 13,Online-G,0.229131565836671
rank 14,Lan-Bridge,0.22863997463038505
rank 15,PROMT,0.22782212155609094
rank 16,OpenNMT,0.22554770415572634
rank 17,M2M100_1.2B-B4,0.21950899300758872
