,System,Score
rank 1,refA,0.028906636571082407
rank 2,comet_bestmbr,0.00502634402763407
rank 3,bleurt_bestmbr,0.0045528916090427874
rank 4,refB,0.0008141266675392009
rank 5,QUARTZ_TuneReranking,0.0007533770785823306
rank 6,Online-W,0.0005544217525072741
rank 7,chrf_bestmbr,0.00019597151819837424
rank 8,Online-B,-0.000760868473247903
rank 9,Online-Y,-0.0010249319986074415
rank 10,bleu_bestmbr,-0.0011978035218521063
rank 11,JDExploreAcademy,-0.0012981374392519532
rank 12,Lan-Bridge,-0.0014189595154780862
rank 13,Online-A,-0.0024688232413529227
rank 14,Online-G,-0.0026956172143219248
rank 15,PROMT,-0.003261491827153153
rank 16,OpenNMT,-0.00410442539914064
rank 17,M2M100_1.2B-B4,-0.005976091698814364
