,System,Score
rank 1,refA,0.779544859447297
rank 2,chrf_bestmbr,0.6246842302610399
rank 3,Online-W,0.6221441870822723
rank 4,Online-B,0.6215219129496221
rank 5,JDExploreAcademy,0.6204661277786453
rank 6,Online-G,0.6203683129176868
rank 7,bleu_bestmbr,0.6199810366274986
rank 8,Online-A,0.6192021156468522
rank 9,HuaweiTSC,0.616235784547699
rank 10,comet_bestmbr,0.6161241885721154
rank 11,SRPOL,0.6157200678979499
rank 12,PROMT,0.6142942786883402
rank 13,eTranslation,0.6133543295872395
rank 14,QUARTZ_TuneReranking,0.6127469911198598
rank 15,Online-Y,0.6121167906890604
rank 16,Lan-Bridge,0.6090046353263432
rank 17,M2M100_1.2B-B4,0.6064396756913851
