,System,Score
rank 1,refA,0.16144136257235076
rank 2,QUARTZ_TuneReranking,0.09978839651829943
rank 3,comet_bestmbr,0.09036234910266275
rank 4,Online-W,0.06651602366077239
rank 5,chrf_bestmbr,0.04644838002842286
rank 6,Online-G,0.04090351638459294
rank 7,JDExploreAcademy,0.03903566358188659
rank 8,Online-B,0.03884341930221724
rank 9,HuaweiTSC,0.03691590082363044
rank 10,bleu_bestmbr,0.03334368145962685
rank 11,Online-A,0.02941450458781103
rank 12,PROMT,0.023130371560628527
rank 13,eTranslation,0.022050869365236703
rank 14,SRPOL,0.02187601578930176
rank 15,Online-Y,0.017846708050573923
rank 16,M2M100_1.2B-B4,0.01712754186231008
rank 17,Lan-Bridge,-0.011768452195873802
