,System,Score
rank 1,refA,1.0
rank 2,refB,0.5713670428116117
rank 3,Online-W,0.5688817002673847
rank 4,chrf_bestmbr,0.5648628031678221
rank 5,JDExploreAcademy,0.5642656048098232
rank 6,bleu_bestmbr,0.5623767245734027
rank 7,bleurt_bestmbr,0.5617193556723232
rank 8,M2M100_1.2B-B4,0.5556895512102679
rank 9,Online-B,0.5502629571051179
rank 10,QUARTZ_TuneReranking,0.5467309845809286
rank 11,comet_bestmbr,0.5431131019036954
rank 12,Online-A,0.5385303660760654
rank 13,Online-Y,0.535137040188824
rank 14,Online-G,0.5350568308950623
rank 15,PROMT,0.523054106099943
rank 16,OpenNMT,0.5187173392459633
rank 17,Lan-Bridge,0.5082263760875183
