,System,Score
rank 1,refA,0.7604824707272992
rank 2,Online-W,0.6439349132560915
rank 3,bleurt_bestmbr,0.6422762137200896
rank 4,chrf_bestmbr,0.6416260800367516
rank 5,JDExploreAcademy,0.6408587057497084
rank 6,comet_bestmbr,0.6386350138737968
rank 7,bleu_bestmbr,0.6379046275710876
rank 8,Online-B,0.6378625908589917
rank 9,QUARTZ_TuneReranking,0.6373485679790346
rank 10,Online-Y,0.6351922592009556
rank 11,Online-A,0.6345703592731039
rank 12,Online-G,0.6342923911306265
rank 13,OpenNMT,0.6325906433495193
rank 14,PROMT,0.6322372348844222
rank 15,refB,0.627860172970467
rank 16,M2M100_1.2B-B4,0.6200017879532721
rank 17,Lan-Bridge,0.6156746805128078
